-0.0074341,-0.13046,-0.055703,-0.054562,0.00044785,-0.020794,-0.070505,-0.042035,0.032997,0.28563,0.059575,0.017091,0.08,0.90035,0.00072176,0.0030805,0.019168,0.035916,0.040768,0.022705,-0.061029,-0.018853,-0.018835,0.00028466,0.0031046,-0.03172,-0.006369,0.053492,0.19135,0.025281,0.013779,0.15667,0.86451,0.0024712,0.015142,0.04735,0.030818,0.039713,0.039783,-0.065417,-0.0055315,-0.0053802,0.00041849,-0.034937,-0.018415,0.0083923,0.034065,0.26904,0.021159,0.016242,0.08,0.61092,0.0023037,0.0066158,0.092434,0.14983,0.13789,0.20831,-0.18141,-0.00018073,-0.013059,0.007527,0.025185,-0.072735,0.063415,0.016724,0.39452,0.086614,0.072357,0.03,0.57327,0.00053356,0.0067462,0.036554,0.056162,0.32673,0.10639,-0.14942,-0.0022531,-0.0042688,0.0052857,-0.014649,-0.064794,0.067766,0.012501,0.37799,0.072616,0.064763,0.03,0.57221,0.00017201,0.0011891,0.017699,0.041801,0.36693,0.14233,-0.094475,0.0085067,-0.00195,0.0032703,0.041076,-0.034897,0.049169,0.018974,0.26936,0.057721,0.047821,0.056667,0.26652,0.00057105,0.0025363,0.015811,0.16735,0.54722,1,1
-0.010272,-0.10803,-0.057808,-0.055994,0.00033166,-0.0052609,-0.071979,-0.04516,0.034693,0.30576,0.0606,0.014987,0.07,0.93854,0.00050147,0.0013037,0.0065989,0.016412,0.03664,0.022705,-0.061029,-0.016345,-0.018573,0.00026345,0.017642,-0.028608,-0.0041077,0.053122,0.18387,0.023016,0.013468,0.15667,0.53609,0.0071215,0.046216,0.17254,0.12589,0.11214,0.039783,-0.052301,-0.0071774,-0.0083831,0.00039644,-0.0038535,-0.02098,0.0085266,0.034453,0.26771,0.021134,0.01647,0.076667,0.61016,0.002114,0.012348,0.043504,0.18245,0.14943,0.20831,-0.18141,0.0032181,0.0027062,0.0065375,0.031047,-0.073038,0.060269,0.016974,0.41387,0.080784,0.067375,0.043333,0.71282,0.00059826,0.0089949,0.026335,0.029446,0.22181,0.10639,-0.14942,-0.0043166,-0.0069344,0.0049273,-0.0027732,-0.07135,0.063066,0.015072,0.52837,0.07021,0.063692,0.036667,0.75267,0.00020898,0.0015644,0.015893,0.049067,0.1806,0.14233,-0.086313,0.012212,0.0055469,0.002935,0.032147,-0.032347,0.058053,0.021519,0.38481,0.055447,0.046111,0.056667,0.46792,0.00045554,0.00098679,0.019333,0.16801,0.3433,1,1
-0.010272,-0.10465,-0.05865,-0.059411,0.00032179,0.020377,-0.071307,-0.046749,0.036109,0.28626,0.061323,0.014506,0.07,0.95572,0.00023963,0.0008271,0.0061371,0.012993,0.024081,0.022925,-0.050098,-0.016132,-0.017716,0.00021903,0.041468,-0.027387,-0.0054871,0.04895,0.18253,0.021876,0.011883,0.17333,0.75015,0.0028997,0.016184,0.11086,0.058331,0.061577,0.04057,-0.050293,-0.0064861,-0.0098084,0.0003669,0.013692,-0.020468,0.010299,0.032078,0.2674,0.020193,0.016254,0.076667,0.30416,0.0031562,0.014667,0.085737,0.24222,0.35006,0.20473,-0.18889,0.0079077,0.00875,0.0076907,0.02424,-0.071072,0.066259,0.015809,0.36591,0.087907,0.072532,0.043333,0.73476,0.00018092,0.0032743,0.020965,0.03435,0.20646,0.11201,-0.13919,-0.0024321,-0.0008125,0.005089,-0.0089335,-0.071313,0.067044,0.013379,0.37746,0.07126,0.065446,0.03,0.75353,0.00014015,0.0011006,0.012518,0.033018,0.1997,0.12004,-0.067269,0.012759,0.0055469,0.0026115,0.031432,-0.033319,0.058044,0.020148,0.2948,0.052589,0.044461,0.056667,0.72101,0.0002053,0.00059413,0.006752,0.090818,0.18062,1,1
-0.011102,-0.10465,-0.058539,-0.057956,0.00030014,-0.0079546,-0.068896,-0.046296,0.043465,0.26172,0.061041,0.013896,0.07,0.95078,0.00021864,0.0006283,0.0056376,0.014884,0.027849,0.038757,-0.050098,-0.01423,-0.01738,0.00028434,0.064561,-0.026031,-0.0043518,0.045539,0.20018,0.022043,0.013265,0.15667,0.57934,0.0052568,0.029849,0.13667,0.17573,0.073154,0.04057,-0.056091,-0.0072429,-0.0077088,0.00037899,-0.0081743,-0.02013,0.0078491,0.035297,0.25559,0.020741,0.015894,0.09,0.41455,0.0025855,0.0076602,0.067048,0.22259,0.28557,0.20473,-0.18889,0.0089738,0.015922,0.0086697,0.0061292,-0.071072,0.078875,0.019009,0.3875,0.093388,0.077572,0.036667,0.84112,0.00012904,0.0013193,0.013146,0.022405,0.12188,0.11201,-0.13919,-0.00031652,0.0076625,0.0047916,-0.01742,-0.063312,0.067044,0.015119,0.36738,0.069106,0.062244,0.03,0.71876,8.0626e-05,0.00068276,0.01762,0.022402,0.24045,0.12004,-0.063813,0.0070102,-0.0036844,0.0023727,0.049035,-0.037107,0.0497,0.022245,0.31897,0.049132,0.042179,0.06,0.12508,0.00044754,0.0014668,0.029639,0.35513,0.48823,1,1
-0.0052978,-0.095819,-0.057168,-0.057681,0.00030312,0.022174,-0.066254,-0.046283,0.042211,0.26787,0.059752,0.013567,0.093333,0.95017,0.00052183,0.0010157,0.0091863,0.025811,0.013294,0.038757,-0.051965,-0.015032,-0.018759,0.00031439,0.060888,-0.027506,-0.0041809,0.049381,0.20131,0.023223,0.014329,0.13,0.57943,0.0071477,0.021095,0.14983,0.12526,0.11723,0.031055,-0.095172,-0.0097729,-0.007959,0.00046833,-0.055463,-0.022217,0.0061402,0.036345,0.22821,0.023712,0.01714,0.10667,0.36529,0.0030431,0.024591,0.085851,0.3184,0.20282,0.16694,-0.18159,0.00060423,-0.0069593,0.0072006,0.020223,-0.074003,0.063456,0.021029,0.43618,0.084717,0.072262,0.043333,0.85642,0.00016137,0.0032316,0.016559,0.019553,0.10408,0.099688,-0.12323,-0.0064414,-0.010238,0.0042928,0.0013125,-0.067353,0.060041,0.017297,0.48345,0.065727,0.0594,0.03,0.86509,6.3793e-05,0.0014835,0.010616,0.016095,0.10665,0.11155,-0.073369,0.0050091,-0.002425,0.0019949,0.043881,-0.033881,0.037587,0.021051,0.24381,0.04487,0.037636,0.06,0.37373,0.00056709,0.0015917,0.019938,0.36185,0.24233,1,1
-0.0052978,-0.10161,-0.056249,-0.056378,0.00027322,0.015642,-0.065451,-0.046399,0.041106,0.26529,0.058619,0.012772,0.11333,0.96118,0.0004642,0.00073807,0.0063798,0.016948,0.014286,0.023755,-0.051965,-0.017674,-0.019156,0.00023097,0.042297,-0.028846,-0.008783,0.053173,0.18888,0.023293,0.0122,0.15333,0.77401,0.004768,0.027054,0.076639,0.064493,0.053037,0.031055,-0.095172,-0.0085958,-0.0077271,0.00040433,-0.075047,-0.019506,0.0077453,0.035636,0.24063,0.021837,0.015759,0.11333,0.49327,0.0023578,0.007873,0.095704,0.30801,0.09279,0.16814,-0.13087,-0.004058,-0.014091,0.0060273,0.036294,-0.074294,0.051747,0.017133,0.44559,0.077612,0.066828,0.033333,0.74216,0.00023881,0.0018008,0.015767,0.019745,0.22029,0.089706,-0.11302,-0.009763,-0.02856,0.0041127,0.013381,-0.067291,0.057181,0.014177,0.37943,0.064764,0.059126,0.026667,0.77019,8.6343e-05,0.0012683,0.0094445,0.017699,0.20131,0.10185,-0.073369,0.0051454,0.00015,0.0018479,0.039468,-0.034154,0.036207,0.020053,0.28534,0.043223,0.036042,0.056667,0.32726,0.00056974,0.0014612,0.01588,0.13669,0.51814,1,1
-0.020416,-0.10161,-0.05818,-0.056729,0.0002516,-0.02518,-0.067416,-0.048172,0.049494,0.26882,0.060297,0.012482,0.14,0.94661,0.0013624,0.0017228,0.0082921,0.020362,0.021647,0.024097,-0.04873,-0.014792,-0.016595,0.0002414,0.039352,-0.0263,-0.0053833,0.046079,0.20993,0.021433,0.012463,0.15333,0.7808,0.0027331,0.015465,0.05945,0.086805,0.05475,0.040131,-0.066498,-0.0065139,-0.0058136,0.00037113,-0.052026,-0.018118,0.0079742,0.038225,0.29214,0.020306,0.015093,0.10667,0.32033,0.0078743,0.011725,0.13435,0.23965,0.28608,0.19151,-0.1224,0.0053259,0.0017937,0.0068524,0.032266,-0.068728,0.068034,0.016369,0.45136,0.082812,0.070767,0.036667,0.76629,0.00022044,0.0027416,0.011717,0.025797,0.19323,0.091731,-0.12799,-0.0032371,0.0061937,0.0038783,-0.011484,-0.058507,0.056026,0.016337,0.46554,0.062257,0.056879,0.03,0.85112,6.8132e-05,0.00092538,0.0083258,0.018659,0.12091,0.10322,-0.050894,0.010741,0.0018594,0.0017093,0.04924,-0.026197,0.044493,0.021118,0.27894,0.04265,0.03504,0.06,0.50425,0.00044653,0.00093956,0.013562,0.24196,0.23884,1,1
-0.018341,-0.10547,-0.058086,-0.05719,0.00028673,-0.020938,-0.068607,-0.048346,0.048221,0.26726,0.060496,0.013103,0.17333,0.96567,0.001092,0.0010663,0.00669,0.015163,0.01032,0.025177,-0.04873,-0.013885,-0.015673,0.00026541,0.031203,-0.025421,-0.0025147,0.044274,0.23653,0.021385,0.013317,0.14333,0.7008,0.0058754,0.020975,0.10359,0.089765,0.078991,0.050159,-0.066498,-0.0008969,0.00049438,0.00048432,-0.026897,-0.01557,0.014181,0.035344,0.31483,0.021989,0.017327,0.11333,0.70195,0.0039183,0.0057344,0.040917,0.18983,0.057641,0.19151,-0.14517,0.0047706,-0.0080094,0.0064786,0.033734,-0.056888,0.062234,0.016287,0.39778,0.080497,0.065728,0.033333,0.25973,0.00042296,0.0075491,0.023576,0.043129,0.66559,0.091731,-0.12799,-0.0087273,-0.024757,0.0032979,0.0085419,-0.0506,0.045379,0.015731,0.43115,0.057992,0.050806,0.033333,0.23952,0.0002325,0.0025799,0.03332,0.052437,0.67191,0.10322,-0.055781,0.011343,0.00165,0.0015045,0.049351,-0.021453,0.042984,0.021559,0.255,0.040351,0.032766,0.06,0.59822,0.00025633,0.00090453,0.018942,0.23087,0.15081,1,1
0.0018738,-0.10353,-0.047293,-0.052817,0.00065862,0.028011,-0.068161,-0.026758,0.02545,0.33934,0.053787,0.021983,0.053333,0.87338,0.0008328,0.0046538,0.021465,0.033731,0.065942,0.021753,-0.056061,-0.020182,-0.019312,0.0002501,0.0068263,-0.03002,-0.0092682,0.044733,0.25751,0.025624,0.012665,0.14333,0.94002,0.0022071,0.0068381,0.020007,0.017807,0.013124,0.043555,-0.048016,0.00093402,0.0008545,0.0005044,-0.007827,-0.017048,0.018479,0.026041,0.36877,0.022441,0.018488,0.086667,0.81559,0.0011277,0.0039859,0.023642,0.05686,0.098798,0.19391,-0.14782,0.0070244,0.0018219,0.0060435,0.014084,-0.050113,0.068056,0.017327,0.3687,0.077928,0.06145,0.04,0.30419,0.00055263,0.0060426,0.033952,0.055066,0.60019,0.10826,-0.11049,0.0056789,0.0055875,0.0039119,-0.027272,-0.055788,0.060925,0.013288,0.34488,0.062699,0.051729,0.033333,0.28154,0.00011261,0.0012997,0.017428,0.044022,0.65559,0.14239,-0.058406,0.0069193,-0.00048437,0.0020237,0.089404,-0.02635,0.03589,0.021321,0.25434,0.04544,0.035807,0.05,0.13789,0.00093318,0.0018363,0.025077,0.38119,0.45307,1,1
-0.020343,-0.096625,-0.05807,-0.06012,0.000289,0.016902,-0.069462,-0.046066,0.041819,0.23994,0.060499,0.013725,0.09,0.95592,0.00042787,0.0017853,0.010665,0.024127,0.0070738,0.026965,-0.048566,-0.011767,-0.013937,0.0001752,0.053637,-0.020838,-0.0030823,0.056087,0.18589,0.017694,0.010555,0.15333,0.71726,0.0074895,0.026048,0.1299,0.052763,0.066543,0.043555,-0.048016,-0.0038424,-0.00075683,0.00030629,-0.032058,-0.013605,0.0065552,0.038216,0.24253,0.017889,0.013687,0.09,0.71939,0.0017152,0.0059153,0.060486,0.17603,0.036464,0.16851,-0.14716,-0.0026541,-0.0059876,0.0069297,0.020089,-0.080184,0.081303,0.020982,0.4874,0.083148,0.074226,0.03,0.84254,0.00024924,0.0040004,0.017125,0.026647,0.10944,0.10082,-0.11049,-0.0074912,-0.0098502,0.0038383,-0.0019286,-0.070062,0.050953,0.016775,0.51237,0.062303,0.056372,0.03,0.86403,6.4579e-05,0.0010531,0.011413,0.027737,0.095698,0.14239,-0.058406,0.0017541,-0.0082219,0.0016647,0.076977,-0.031438,0.029591,0.023188,0.26771,0.040771,0.033945,0.06,0.52518,0.00064854,0.0020589,0.024213,0.16506,0.28284,1,1
